seq_num,timestamp,Tgen,latitude,longitude,heading,velocity,size,flag_speed,flag_heading,flag_distance,flag_timeout
0,1636019761839475,199.99,44.652707,10.863575,155.4,24.55,300,0,0,1,0
1,1636019762039454,199.979,44.652666,10.8636,155.8,24.79,300,0,0,1,0
2,1636019762239481,200.027,44.652625,10.863626,156.2,24.98,300,0,0,1,0
3,1636019762439442,199.961,44.652584,10.863651,156.4,25.21,300,0,0,1,0
4,1636019762639443,200.001,44.652542,10.863676,156.6,25.28,300,0,0,1,0
5,1636019762839441,199.998,44.6525,10.863702,156.5,25.5,300,0,0,1,0
6,1636019763039444,200.003,44.652457,10.863728,156.6,25.67,300,0,0,1,0
7,1636019763239847,200.403,44.652415,10.863754,156.6,25.87,300,0,0,1,0
8,1636019763439444,199.597,44.652372,10.86378,156.6,25.96,300,0,0,1,0
9,1636019763639489,200.045,44.652329,10.863807,156.6,26.15,300,0,0,1,0
10,1636019763839501,200.012,44.652285,10.863833,156.5,26.39,300,0,0,1,0
11,1636019764039445,199.944,44.652242,10.86386,156.6,26.51,300,0,0,1,0
12,1636019764239494,200.049,44.652197,10.863887,156.5,26.64,300,0,0,1,0
13,1636019764439444,199.95,44.652153,10.863913,156.5,26.66,300,0,0,1,0
14,1636019764639474,200.03,44.65211,10.86394,156.5,26.56,300,0,0,1,0
15,1636019764839491,200.017,44.652067,10.863966,156.6,26.44,300,0,0,1,0
16,1636019765039438,199.947,44.652023,10.863993,156.6,26.34,300,0,0,1,0
17,1636019765239487,200.049,44.651979,10.864019,156.6,26.44,300,0,0,1,0
18,1636019765439449,199.962,44.651936,10.864046,156.5,26.46,300,0,0,1,0
19,1636019765639444,199.995,44.651892,10.864072,156.6,26.6,300,0,0,1,0
20,1636019765839444,200.0,44.651848,10.864099,156.5,26.67,300,0,0,1,0
21,1636019766039451,200.007,44.651804,10.864126,156.5,26.82,300,0,0,1,0
22,1636019766239499,200.048,44.651759,10.864153,156.4,26.93,300,0,0,1,0
23,1636019766439488,199.989,44.651714,10.864181,156.4,27.12,300,0,0,1,0
24,1636019766639447,199.959,44.651669,10.864208,156.5,27.16,300,0,0,1,0
25,1636019766839483,200.036,44.651624,10.864235,156.5,27.27,300,0,0,1,0
26,1636019767039442,199.959,44.651579,10.864263,156.3,27.46,300,0,0,1,0
27,1636019767239482,200.04,44.651533,10.864292,156.5,27.66,300,0,0,1,0
28,1636019767439488,200.006,44.651488,10.86432,156.2,27.7,300,0,0,1,0
29,1636019767639490,200.002,44.651442,10.864348,156.3,27.87,300,0,0,1,0
30,1636019767839489,199.999,44.651395,10.864377,156.1,27.97,300,0,0,1,0
31,1636019768039444,199.955,44.651349,10.864406,156.1,28.08,300,0,0,1,0
32,1636019768239487,200.043,44.651302,10.864434,156.1,28.18,300,0,0,1,0
33,1636019768439445,199.958,44.651256,10.864463,156.1,28.35,300,0,0,1,0
34,1636019768639487,200.042,44.651209,10.864492,156.1,28.51,300,0,0,1,0
35,1636019768839482,199.995,44.651162,10.864522,156.0,28.61,300,0,0,1,0
36,1636019769039443,199.961,44.651115,10.864551,156.1,28.67,300,0,0,1,0
37,1636019769239492,200.049,44.651067,10.86458,156.1,28.81,300,0,0,1,0
38,1636019769439505,200.013,44.65102,10.86461,156.2,28.94,300,0,0,1,0
39,1636019769639490,199.985,44.650972,10.864639,156.2,29.09,300,0,0,1,0
40,1636019769839487,199.997,44.650924,10.864669,156.2,29.17,300,0,0,1,0
41,1636019770039452,199.965,44.650875,10.864699,156.3,29.25,300,0,0,1,0
42,1636019770239484,200.032,44.650827,10.864728,156.3,29.42,300,0,0,1,0
43,1636019770439488,200.004,44.650778,10.864758,156.2,29.5,300,0,0,1,0
44,1636019770639452,199.964,44.65073,10.864788,156.3,29.64,300,0,0,1,0
45,1636019770839484,200.032,44.65068,10.864818,156.5,29.77,300,0,0,1,0
46,1636019771039481,199.997,44.650631,10.864848,156.5,29.86,300,0,0,1,0
47,1636019771239484,200.003,44.650582,10.864878,156.5,30.02,300,0,0,1,0
48,1636019771439498,200.014,44.650532,10.864909,156.4,30.13,300,0,0,1,0
49,1636019771639486,199.988,44.650482,10.86494,156.2,30.25,300,0,0,1,0
50,1636019771839505,200.019,44.650432,10.864971,156.1,30.39,300,0,0,1,0
51,1636019772039436,199.931,44.650382,10.865002,156.2,30.51,300,0,0,1,0
52,1636019772239489,200.053,44.650331,10.865033,156.1,30.63,300,0,0,1,0
53,1636019772439491,200.002,44.650281,10.865065,156.1,30.71,300,0,0,1,0
54,1636019772639488,199.997,44.65023,10.865096,156.1,30.82,300,0,0,1,0
55,1636019772839492,200.004,44.650179,10.865128,156.0,30.94,300,0,0,1,0
56,1636019773039462,199.97,44.650128,10.86516,156.0,31.08,300,0,0,1,0
57,1636019773239488,200.026,44.650077,10.865192,155.9,31.24,300,0,0,1,0
58,1636019773439494,200.006,44.650026,10.865224,156.0,31.25,300,0,0,1,0
59,1636019773639490,199.996,44.649974,10.865257,155.8,31.45,300,0,0,1,0
60,1636019773839492,200.002,44.649923,10.865289,155.9,31.47,300,0,0,1,0
61,1636019774039452,199.96,44.649871,10.865322,155.7,31.59,300,0,0,1,0
62,1636019774239503,200.051,44.649819,10.865355,155.6,31.74,300,0,0,1,0
63,1636019774439476,199.973,44.649766,10.865388,155.4,31.85,300,0,0,1,0
64,1636019774639450,199.974,44.649714,10.865421,155.6,31.97,300,0,0,1,0
65,1636019774839437,199.987,44.649662,10.865455,155.4,32.11,300,0,0,1,0
66,1636019775039450,200.013,44.649609,10.865489,155.5,32.25,300,0,0,1,0
67,1636019775239449,199.999,44.649556,10.865523,155.4,32.32,300,0,0,1,0
68,1636019775439457,200.008,44.649503,10.865556,155.5,32.46,300,0,0,1,0
69,1636019775639445,199.988,44.649449,10.865591,155.5,32.67,300,0,0,1,0
70,1636019775839485,200.04,44.649395,10.865625,155.4,32.79,300,0,0,1,0
71,1636019776039446,199.961,44.649341,10.865659,155.6,32.95,300,0,0,1,0
72,1636019776239474,200.028,44.649288,10.865693,155.6,33.01,300,0,0,1,0
73,1636019776439445,199.971,44.649233,10.865728,155.7,33.17,300,0,0,1,0
74,1636019776639438,199.993,44.649179,10.865762,155.7,33.24,300,0,0,1,0
75,1636019776839444,200.006,44.649124,10.865797,155.8,33.41,300,0,0,1,0
76,1636019777039443,199.999,44.649069,10.865831,155.9,33.55,300,0,0,1,0
77,1636019777239446,200.003,44.649013,10.865866,155.9,33.62,300,0,0,1,0
78,1636019777439500,200.054,44.648958,10.865901,155.8,33.8,300,0,0,1,0
79,1636019777639445,199.945,44.648902,10.865936,155.9,33.89,300,0,0,1,0
80,1636019777839501,200.056,44.648846,10.865971,155.9,34.02,300,0,0,1,0
81,1636019778039452,199.951,44.64879,10.866006,155.9,34.11,300,0,0,1,0
82,1636019778239451,199.999,44.648734,10.866041,155.9,34.25,300,0,0,1,0
83,1636019778439491,200.04,44.648677,10.866077,155.9,34.34,300,0,0,1,0
84,1636019778639446,199.955,44.648621,10.866112,156.0,34.43,300,0,0,1,0
85,1636019778839442,199.996,44.648564,10.866147,156.1,34.62,300,0,0,1,0
86,1636019779039450,200.008,44.648507,10.866183,156.1,34.65,300,0,0,1,0
87,1636019779239442,199.992,44.648449,10.866219,156.0,34.77,300,0,0,1,0
88,1636019779439448,200.006,44.648392,10.866254,156.1,34.82,300,0,0,1,0
89,1636019779639444,199.996,44.648335,10.86629,156.2,35.01,300,0,0,1,0
90,1636019779839496,200.052,44.648277,10.866325,156.2,35.14,300,0,0,1,0
91,1636019780039439,199.943,44.648218,10.866361,156.1,35.26,300,0,0,1,0
92,1636019780239490,200.051,44.648161,10.866397,156.2,35.31,300,0,0,1,0
93,1636019780439448,199.958,44.648102,10.866433,156.3,35.41,300,0,0,1,0
94,1636019780639487,200.039,44.648044,10.866469,156.3,35.5,300,0,0,1,0
95,1636019780839495,200.008,44.647985,10.866505,156.3,35.65,300,0,0,1,0
96,1636019781039445,199.95,44.647926,10.866541,156.3,35.72,300,0,0,1,0
97,1636019781239444,199.999,44.647867,10.866578,156.3,35.81,300,0,0,1,0
98,1636019781439439,199.995,44.647808,10.866614,156.3,35.89,300,0,0,1,0
99,1636019781639445,200.006,44.647749,10.86665,156.3,35.97,300,0,0,1,0
