TgenCAM,Velocity,Heading,Distance,Timeout,Mixed
100,0.002941560988364492,0.0007844162635638647,0.041704798012812135,0.0,0.001764936593018695
200,6.536802196365538e-05,0.0,0.9350241861681265,0.0,0.0030069290103281474
300,0.0,0.0,0.014380964832004182,0.0,0.0003268401098182769
400,0.0,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0
