$GPRMC,134118.60,A,4437.78906,N,01057.00084,E,0.273,,140422,,,A*74

$GPRMC,134118.70,A,4437.78907,N,01057.00083,E,0.077,,140422,,,A*75

$GPRMC,134118.80,A,4437.78906,N,01057.00085,E,0.169,,140422,,,A*73

$GPRMC,134118.90,A,4437.78903,N,01057.00086,E,0.164,,140422,,,A*79

$GPRMC,134119.00,A,4437.78903,N,01057.00087,E,0.206,,140422,,,A*77

$GPRMC,134119.10,A,4437.78901,N,01057.00087,E,0.067,,140422,,,A*71

$GPRMC,134119.20,A,4437.78901,N,01057.00087,E,0.147,,140422,,,A*71

$GPRMC,134119.30,A,4437.78898,N,01057.00088,E,0.130,,140422,,,A*7E

$GPRMC,134119.40,A,4437.78899,N,01057.00088,E,0.128,,140422,,,A*71

$GPRMC,134119.50,A,4437.78899,N,01057.00087,E,0.101,,140422,,,A*74

$GPGGA,134119.50,4437.78899,N,01057.00087,E,1,09,1.06,32.4,M,46.0,M,,*60

$GPRMC,134119.60,A,4437.78899,N,01057.00087,E,0.095,,140422,,,A*7B

$GPRMC,134119.70,A,4437.78899,N,01057.00086,E,0.153,,140422,,,A*70

$GPRMC,134119.80,A,4437.78898,N,01057.00086,E,0.092,,140422,,,A*72

$GPRMC,134119.90,A,4437.78897,N,01057.00085,E,0.174,,140422,,,A*76

$GPRMC,134120.00,A,4437.78896,N,01057.00085,E,0.227,,140422,,,A*71

$GPRMC,134120.10,A,4437.78897,N,01057.00084,E,0.066,,140422,,,A*77

$GPRMC,134120.20,A,4437.78897,N,01057.00084,E,0.183,,140422,,,A*7E

$GPRMC,134120.30,A,4437.78897,N,01057.00084,E,0.150,,140422,,,A*71

$GPRMC,134120.40,A,4437.78897,N,01057.00084,E,0.187,,140422,,,A*7C

$GPRMC,134120.50,A,4437.78896,N,01057.00086,E,0.226,,140422,,,A*76

$GPGGA,134120.50,4437.78896,N,01057.00086,E,1,08,1.14,32.5,M,46.0,M,,*67

$GPRMC,134120.60,A,4437.78896,N,01057.00086,E,0.159,,140422,,,A*7E

$GPRMC,134120.70,A,4437.78895,N,01057.00087,E,0.244,,140422,,,A*72

$GPRMC,134120.80,A,4437.78895,N,01057.00089,E,0.311,,140422,,,A*72

$GPRMC,134120.90,A,4437.78897,N,01057.00090,E,0.498,59.61,140422,,,A*5A

$GPRMC,134121.00,A,4437.78898,N,01057.00092,E,0.611,44.15,140422,,,A*53

$GPRMC,134121.10,A,4437.78900,N,01057.00093,E,0.681,36.95,140422,,,A*57

$GPRMC,134121.20,A,4437.78903,N,01057.00095,E,1.138,36.27,140422,,,A*5C

$GPRMC,134121.30,A,4437.78905,N,01057.00098,E,1.281,45.33,140422,,,A*56

$GPRMC,134121.40,A,4437.78909,N,01057.00099,E,1.192,44.33,140422,,,A*5C

$GPRMC,134121.50,A,4437.78910,N,01057.00104,E,1.738,52.55,140422,,,A*51

$GPGGA,134121.50,4437.78910,N,01057.00104,E,1,08,1.14,32.1,M,46.0,M,,*66

$GPRMC,134121.60,A,4437.78909,N,01057.00110,E,2.982,37.65,140422,,,A*53

$GPRMC,134121.70,A,4437.78915,N,01057.00123,E,3.670,37.85,140422,,,A*52

$GPRMC,134121.80,A,4437.78919,N,01057.00130,E,3.359,38.22,140422,,,A*5F

$GPRMC,134121.90,A,4437.78924,N,01057.00140,E,3.706,38.29,140422,,,A*52

