latitude,longitude
44.643369,10.933588
44.64337,10.933594
44.643372,10.933604
44.643372,10.933609
44.643372,10.933613
44.643373,10.933617
44.643373,10.933622
44.643373,10.933624
44.643375,10.93363
44.643374,10.933633
44.643373,10.933639
44.643372,10.933644
44.643369,10.933649
44.643367,10.933661
44.64336,10.933674
44.643352,10.93369
44.643343,10.933714
44.643336,10.933728
44.643335,10.933733
44.643321,10.933782
44.643317,10.933791
44.643319,10.933799
44.64331,10.933822
44.643297,10.93386
44.643291,10.933869
44.643284,10.933889
44.643276,10.933904
44.64327,10.933907
44.643267,10.933916
44.643251,10.93394
44.643245,10.933946
44.643243,10.933952
44.643238,10.933961
44.643225,10.93398
44.643212,10.933998
44.643206,10.934013
44.643197,10.934025
44.643188,10.934037
44.643182,10.934053
44.643178,10.934061
44.643166,10.93408
44.643162,10.934077
44.643162,10.934076
44.643161,10.93408
44.643161,10.934082
44.643159,10.934086
44.643159,10.934087
44.64316,10.934086
44.643159,10.934086
44.643158,10.934089
44.643142,10.934082
44.643131,10.934078
44.643131,10.934078
44.64313,10.934078
44.643129,10.934079
44.643128,10.93408
44.643128,10.934081
44.643127,10.934082
44.643126,10.934082
44.643126,10.934082
44.643115,10.934082
44.643115,10.934085
44.643116,10.934087
44.643115,10.934087
44.643114,10.934093
44.643108,10.934094
44.643108,10.934094
44.643106,10.934096
44.643106,10.934097
44.643105,10.934097
44.643103,10.9341
44.643103,10.934103
44.643102,10.934101
44.643102,10.934105
44.643102,10.934107
44.6431,10.934111
44.643101,10.934111
44.643097,10.934112
44.643095,10.934114
44.643097,10.934115
44.643087,10.93412
44.643085,10.934125
44.643085,10.934126
44.643073,10.934123
44.643068,10.934131
44.643053,10.934139
44.643051,10.934141
44.64305,10.934145
44.64305,10.934146
44.643048,10.934148
44.643047,10.934149
44.643047,10.934151
44.64304,10.934146
44.643036,10.934149
44.643034,10.934151
44.643033,10.934151
44.643031,10.934153
44.643034,10.934142
44.643032,10.934144
44.643032,10.934144
44.643033,10.93415
44.643034,10.934152
44.643034,10.934152
44.643035,10.934153
44.643036,10.934155
44.643022,10.934157
44.643019,10.934157
44.643017,10.934156
44.643018,10.934162
44.643019,10.934163
44.643019,10.934163
44.643018,10.934164
44.643018,10.934165
44.643012,10.934171
44.64301,10.934171
44.643006,10.934173
44.643006,10.934174
44.642995,10.934182
44.642994,10.934184
44.642992,10.934186
44.642989,10.934188
44.642988,10.934191
44.642987,10.934191
44.642971,10.934195
44.642971,10.934195
44.642957,10.934192
44.642957,10.934215
44.642952,10.934216
44.64295,10.934217
44.642947,10.934218
44.642958,10.934242
44.642958,10.934245
44.642957,10.934248
44.642956,10.934249
44.642955,10.934252
44.642954,10.934254
44.642953,10.934256
44.642951,10.934262
44.642955,10.934284
44.642952,10.934287
44.64295,10.934292
44.642944,10.934301
44.64294,10.934307
44.642937,10.93431
44.642937,10.934317
44.64293,10.934325
44.642927,10.93435
44.642922,10.934358
44.642912,10.934367
44.642903,10.93438
44.642893,10.934397
44.642884,10.934418
44.642869,10.934442
44.642856,10.934455
44.642851,10.934461
44.642844,10.93447
44.642837,10.934473
44.642834,10.934498
44.642815,10.934542
44.642799,10.934572
44.642792,10.934589
44.642778,10.934618
44.642755,10.934673
44.642747,10.934686
44.642728,10.934729
44.642721,10.934741
44.642718,10.934751
44.642698,10.934799
44.642689,10.934821
44.642667,10.934865
44.64266,10.934874
44.642643,10.934909
44.642641,10.934917
44.642635,10.934926
44.642634,10.934932
44.642624,10.934982
44.642624,10.935043
44.642602,10.935087
44.642594,10.935142
44.642592,10.935148
44.642589,10.935154
44.642586,10.935159
44.642571,10.935209
44.642564,10.935226
44.642557,10.935237
44.642536,10.935279
44.642536,10.935288
44.642516,10.935331
44.642506,10.935349
44.642502,10.93536
44.642494,10.935359
44.642486,10.935378
44.642481,10.935398
44.642461,10.935447
44.642444,10.935479
44.642423,10.935521
44.642415,10.935546
44.642401,10.935572
44.642391,10.935593
44.642387,10.935597
44.642382,10.935636
44.642362,10.935691
44.642348,10.935728
44.642343,10.935737
44.642326,10.935785
44.642313,10.935825
44.642305,10.93584
44.642302,10.935874
44.642285,10.935906
44.642268,10.935955
44.642252,10.936004
44.642233,10.936042
44.642215,10.936093
44.642209,10.936124
44.642193,10.936156
44.642191,10.936162
44.642173,10.936213
44.642155,10.93626
44.642144,10.936295
44.642125,10.936343
44.642121,10.936351
44.642115,10.936362
44.642092,10.936402
44.64208,10.936442
44.642058,10.936487
44.642052,10.936497
44.642043,10.936516
44.642037,10.936529
44.642035,10.936535
44.642034,10.93654
44.642033,10.936544
44.642025,10.936562
44.642016,10.936592
44.642003,10.93664
44.641999,10.936648
44.641997,10.936661
44.641988,10.936682
44.641978,10.936701
44.641965,10.936729
44.641959,10.93674
44.641944,10.936784
44.641931,10.936817
44.64193,10.936826
44.641927,10.936832
44.641921,10.936843
44.64191,10.936858
44.6419,10.93688
44.64188,10.936929
44.641859,10.936972
44.641845,10.936981
44.641835,10.937
44.641827,10.937026
44.64182,10.937041
44.641814,10.937054
44.641803,10.937078
44.641793,10.937099
44.641786,10.937118
44.641784,10.937125
44.641776,10.937152
44.641769,10.937184
44.64176,10.937208
44.641749,10.937245
44.641735,10.937273
44.641734,10.93728
44.641725,10.93731
44.641718,10.937329
44.641714,10.937339
44.64171,10.937344
44.641703,10.937346
44.641697,10.937369
44.641691,10.937373
44.641685,10.937386
44.641678,10.937404
44.641667,10.937437
44.64166,10.937449
44.64164,10.937493
44.641638,10.937495
44.641632,10.937512
44.641611,10.937556
44.641603,10.937569
44.641592,10.937585
44.641578,10.937612
44.64156,10.93765
44.641549,10.937674
44.641542,10.937686
44.641536,10.937692
44.641523,10.937709
44.641517,10.937713
44.641507,10.937726
44.6415,10.93773
44.641492,10.937741
44.641488,10.937748
44.641475,10.937772
44.641473,10.937784
44.64147,10.937793
44.641465,10.937803
44.641454,10.937819
44.641454,10.937825
44.641448,10.937832
44.641434,10.937859
44.641433,10.937872
44.641428,10.937883
44.641418,10.937907
44.641414,10.937916
44.641408,10.937935
44.641402,10.937949
44.641397,10.937958
44.64139,10.937973
44.641377,10.937994
44.641368,10.938009
44.64137,10.938024
44.641363,10.938034
44.641361,10.938039
44.641343,10.938084
44.641338,10.938096
44.64132,10.938143
44.641317,10.938158
44.641314,10.938162
44.6413,10.9382
44.641296,10.938204
44.641294,10.93821
44.641285,10.938217
44.641273,10.938256
44.641265,10.938279
44.641259,10.93829
44.641243,10.93834
44.641235,10.938356
44.641216,10.938402
44.641209,10.938419
44.641197,10.938449
44.64118,10.938497
44.641161,10.93854
44.641157,10.938547
44.641138,10.938592
44.641132,10.938611
44.641119,10.938645
44.641099,10.938692
44.64109,10.938707
44.641067,10.938745
44.641059,10.938769
44.641054,10.93878
44.641041,10.938807
44.641037,10.938828
44.641035,10.938834
44.641016,10.938879
44.641011,10.93889
44.641007,10.938903
44.641,10.938919
44.640992,10.938934
44.640988,10.938947
44.640976,10.938975
44.640972,10.93898
44.640958,10.939007
44.640939,10.939043
44.640939,10.939053
44.640918,10.939096
44.640915,10.939099
44.64091,10.939118
44.640889,10.939163
44.640879,10.939186
44.640876,10.939191
44.640864,10.939218
44.640861,10.939226
44.64085,10.939247
44.640837,10.939275
44.640831,10.939284
44.640827,10.939297
44.640807,10.939338
44.640784,10.939376
44.640774,10.939396
44.640756,10.93943
44.64074,10.939459
44.640736,10.939471
44.640734,10.939481
44.640722,10.939511
44.640718,10.939517
44.640714,10.93952
44.640711,10.939531
44.640706,10.939542
44.640703,10.939547
44.640702,10.939549
44.640701,10.939557
44.640698,10.939568
44.640698,10.93957
44.640697,10.939575
44.640696,10.939585
44.640696,10.93959
44.640695,10.939592
44.640695,10.939595
44.640695,10.939599
44.640693,10.939614
44.640692,10.939616
44.640689,10.93962
44.640686,10.939622
44.640685,10.939625
44.640684,10.939627
44.640681,10.939632
44.640678,10.939636
44.64067,10.939651
44.640662,10.939664
44.640657,10.939673
44.640653,10.939677
44.640648,10.939685
44.640645,10.939696
44.640633,10.939714
44.640629,10.939734
44.640607,10.93978
44.640591,10.93981
44.640572,10.939839
44.640551,10.93988
44.64054,10.939899
44.640538,10.939905
44.640533,10.939916
44.640529,10.939928
44.640526,10.939933
44.640507,10.939977
44.640486,10.940021
44.640474,10.940043
44.640459,10.940077
44.640439,10.940125
44.640437,10.94013
44.640435,10.940138
44.640433,10.940142
44.640418,10.940191
44.640405,10.940238
44.640404,10.940243
44.640404,10.940249
44.640401,10.940263
44.640403,10.940268
44.640399,10.940271
44.640395,10.940282
44.640394,10.940289
44.640385,10.940296
44.640382,10.940292
44.640381,10.940296
44.64037,10.940309
44.640367,10.940308
44.640364,10.94031
44.640357,10.940321
44.640353,10.940329
44.640352,10.940333
44.640349,10.940335
44.640347,10.94034
44.640344,10.940342
44.640341,10.940345
44.640338,10.940348
44.640335,10.940344
44.640333,10.940345
44.64033,10.940348
44.640328,10.94035
44.640319,10.940359
44.640317,10.940364
44.640314,10.940374
44.640304,10.940384
44.6403,10.940396
44.64029,10.940417
44.640285,10.940416
44.640284,10.940419
44.640276,10.940425
44.640269,10.940434
44.640247,10.940471
44.640244,10.940482
44.64023,10.940534
44.640229,10.940563
44.640213,10.940605
44.640208,10.940631
44.640193,10.940677
44.640169,10.940721
44.640162,10.94073
44.640149,10.940756
44.640139,10.940779
44.64013,10.940795
44.640129,10.940802
44.640126,10.940807
44.640106,10.940852
44.640084,10.940882
44.640081,10.940887
44.640076,10.940895
44.64007,10.940905
44.640066,10.940931
44.640052,10.94096
44.64004,10.941004
44.640035,10.94103
44.640026,10.941055
44.640022,10.941067
44.640012,10.941102
44.639994,10.941151
44.639975,10.941197
44.63996,10.941239
44.639943,10.941285
44.639923,10.94133
44.639903,10.94138
44.639883,10.941424
44.639863,10.941471
44.639847,10.941505
44.639845,10.941511
44.639825,10.941557
44.639805,10.9416
44.639784,10.941647
44.639763,10.941692
44.639744,10.941736
44.639725,10.941781
44.639719,10.941791
44.639715,10.941803
44.639694,10.94185
44.639677,10.941895
44.639668,10.941911
44.63965,10.941955
44.639644,10.941965
44.639629,10.942003
44.639609,10.942048
44.639588,10.942095
44.639586,10.9421
44.639567,10.942146
44.639565,10.94215
44.639546,10.942198
44.639527,10.942247
44.639506,10.942288
44.639485,10.942332
44.639475,10.942354
44.639454,10.942402
44.639434,10.942446
44.639417,10.942483
44.639397,10.942527
44.639378,10.942573
44.639373,10.942583
44.639353,10.942633
44.639335,10.942678
44.639334,10.942681
44.639333,10.942684
44.639325,10.942703
44.639312,10.942728
44.639297,10.942757
44.639279,10.9428
44.639269,10.942822
44.639268,10.942829
44.639265,10.942834
44.639245,10.94288
44.639241,10.942885
44.639233,10.942904
44.639212,10.942945
44.639192,10.942989
44.639173,10.943033
44.639163,10.943057
44.639143,10.943102
44.639123,10.943146
44.639105,10.94319
44.6391,10.943199
44.639091,10.94322
44.639086,10.943229
44.639081,10.943235
44.63908,10.94324
44.639072,10.943254
44.63905,10.943297
44.639039,10.943317
44.639037,10.943322
44.639033,10.94333
44.639028,10.943341
44.639025,10.943344
44.639019,10.943352
44.639016,10.943358
44.639015,10.943359
44.639014,10.943362
44.639012,10.943363
44.639007,10.943368
44.639006,10.94337
44.639005,10.943371
44.639004,10.943373
44.639003,10.943372
44.639002,10.943372
44.639003,10.943373
44.639001,10.943372
44.638996,10.943371
44.638994,10.943371
44.638992,10.943371
44.638991,10.943371
44.638988,10.943369
44.638985,10.943369
44.63898,10.943368
44.638973,10.9434
44.638971,10.943398
44.63897,10.943397
44.638968,10.943398
44.638967,10.943397
44.638967,10.943395
44.638965,10.943394
44.638966,10.943394
44.638962,10.94339
44.638961,10.94339
44.63896,10.943389
44.638958,10.943389
44.638957,10.943387
44.638954,10.943387
44.638953,10.943387
44.638952,10.943387
44.63895,10.943387
44.63895,10.943386
44.638949,10.943385
44.638949,10.943384
44.638947,10.943383
44.638947,10.943383
44.638944,10.943382
44.638943,10.943382
44.638942,10.943382
44.638942,10.943382
44.638941,10.943383
44.638941,10.943383
44.63894,10.943383
44.638939,10.943383
44.638938,10.943382
44.638937,10.943383
44.638935,10.943383
44.638934,10.943383
44.638934,10.943383
44.638933,10.943382
44.638932,10.943382
44.638929,10.943381
44.638926,10.943382
44.638925,10.943381
44.638925,10.943381
44.638923,10.943382
44.638917,10.94338
44.638915,10.94338
44.638908,10.943379
44.638907,10.943378
44.638906,10.943377
44.638904,10.943376
44.638899,10.943375
44.638898,10.943374
44.638895,10.943373
44.638893,10.943374
44.63889,10.943375
44.638892,10.943373
44.638888,10.943374
44.638883,10.943376
44.638882,10.943377
44.638882,10.943379
44.638879,10.94338
44.638878,10.943382
44.638876,10.943382
44.638871,10.943387
44.638865,10.943394
44.638863,10.943397
44.638861,10.943401
44.638857,10.943405
44.638854,10.943408
44.638849,10.943415
44.638843,10.943428
44.638826,10.943466
44.638814,10.943494
44.638793,10.943542
44.638773,10.943584
44.638754,10.943629
44.63874,10.943661
44.638734,10.943673
44.638727,10.943688
44.638713,10.943723
44.638714,10.94373
44.638708,10.943745
44.638698,10.943766
44.638699,10.943774
44.638691,10.943778
44.638673,10.943823
44.638662,10.943852
44.638643,10.943899
44.638627,10.943941
44.638625,10.94395
44.638623,10.943954
44.638618,10.943963
44.6386,10.944011
44.638594,10.944019
44.638595,10.944023
44.638583,10.944057
44.638572,10.944088
44.638569,10.944091
44.63856,10.94411
44.638539,10.944156
44.638528,10.944177
44.638521,10.944194
44.638515,10.944206
44.638511,10.944211
44.638506,10.944223
44.638488,10.944271
44.638469,10.944317
44.638462,10.944333
44.638452,10.944362
44.638446,10.944372
44.638426,10.94442
44.638408,10.944467
44.638392,10.9445
44.638387,10.944511
44.638368,10.944556
44.638359,10.944569
44.638353,10.94458
44.638331,10.944624
44.638322,10.944643
44.638316,10.944653
44.638301,10.944686
44.63828,10.944732
44.638269,10.944754
44.638249,10.944797
44.638242,10.944814
44.638223,10.944859
44.638204,10.944904
44.638184,10.94495
44.638166,10.944995
44.638148,10.945042
44.638136,10.945073
44.638118,10.945118
44.638105,10.94515
44.638094,10.94517
44.638084,10.945192
44.638081,10.945197
44.638069,10.945215
44.638049,10.945254
44.638039,10.945276
44.638031,10.945295
44.638014,10.94534
44.637994,10.945386
44.637982,10.945414
44.63798,10.94542
44.637963,10.945466
44.637945,10.945511
44.637942,10.945523
44.637934,10.945546
44.637926,10.945562
44.637925,10.945572
44.637912,10.945599
44.637908,10.94561
44.637904,10.945626
44.637899,10.945636
44.637886,10.945667
44.637878,10.945683
44.637865,10.94571
44.637859,10.945726
44.637851,10.945741
44.637842,10.945764
44.637824,10.945813
44.637818,10.945824
44.637815,10.945836
44.637812,10.94584
44.63781,10.945847
44.637801,10.945867
44.637792,10.945892
44.637785,10.945915
44.637779,10.945927
44.637777,10.945939
44.637774,10.945956
44.637772,10.945968
44.637764,10.946017
44.637756,10.946073
44.63775,10.946098
44.637745,10.946115
44.637744,10.946122
44.637741,10.946133
44.637727,10.946177
44.637712,10.946216
44.637707,10.946228
44.637705,10.946233
44.637698,10.94625
44.63769,10.946274
44.637675,10.946325
44.637667,10.946351
44.63766,10.946369
44.637659,10.946375
44.637648,10.946417
44.637644,10.946429
44.637636,10.946451
44.637635,10.946458
44.63763,10.94647
44.637629,10.946481
44.637621,10.946505
44.637614,10.946521
44.637613,10.946529
44.637595,10.946575
44.637577,10.946622
44.637561,10.946669
44.637545,10.946716
44.63753,10.946757
44.637512,10.946803
44.637496,10.94684
44.637483,10.946866
44.637461,10.946908
44.637456,10.946917
44.637452,10.946928
44.637434,10.946974
44.637418,10.94702
44.637402,10.947072
44.637396,10.947095
44.637389,10.947118
44.637379,10.947144
44.637368,10.947167
44.637351,10.947209
44.637339,10.947246
44.637322,10.947297
44.63731,10.947342
44.637302,10.947367
44.637294,10.947407
44.637289,10.947441
44.637286,10.947453
44.637282,10.947478
44.637278,10.947498
44.637274,10.947503
44.637264,10.947532
44.637263,10.94754
44.637248,10.947589
44.637235,10.947637
44.637221,10.94769
44.637209,10.947729
44.6372,10.947752
44.637182,10.947797
44.637171,10.947825
44.637167,10.947838
44.637164,10.947843
44.637164,10.947849
44.637155,10.947878
44.637149,10.947896
44.637131,10.947946
44.63713,10.947952
44.637122,10.947973
44.637105,10.948018
44.6371,10.948033
44.637086,10.948071
44.637078,10.948089
44.63706,10.948126
44.637059,10.94813
44.637056,10.948134
44.637035,10.94817
44.637034,10.948175
44.637026,10.948192
44.637015,10.948213
44.637007,10.94823
44.63699,10.94826
44.636981,10.948273
44.636962,10.948296
44.636952,10.948305
44.636943,10.948312
44.636934,10.948319
44.636926,10.948323
44.636923,10.948325
44.636912,10.948329
44.63691,10.948331
44.636904,10.948333
44.6369,10.948333
44.636896,10.948333
44.636886,10.948333
44.636882,10.948332
44.63688,10.948333
44.636877,10.948333
44.636874,10.94833
44.636868,10.948327
44.636856,10.94832
44.636853,10.948316
44.636847,10.948314
44.636844,10.948309
44.636839,10.948306
44.636828,10.948294
44.636809,10.948277
44.636793,10.948259
44.636763,10.948224
44.636743,10.948204
44.636722,10.948185
44.63671,10.948171
44.636701,10.948157
44.636696,10.948157
44.636675,10.948131
44.636668,10.948125
44.636665,10.948118
44.636661,10.94812
44.636629,10.94809
44.636627,10.948085
44.636606,10.948064
44.636605,10.948059
44.636599,10.948051
44.636582,10.948036
44.636572,10.94802
44.636545,10.947993
44.636515,10.94796
44.636497,10.947941
44.636497,10.947934
44.636479,10.947925
44.636475,10.947922
44.636471,10.947916
44.636464,10.947909
44.636441,10.94788
44.636417,10.947856
44.63641,10.947847
44.636406,10.947843
44.636403,10.947839
44.636374,10.947809
44.636341,10.947778
44.636329,10.947771
44.636298,10.947742
44.636289,10.947728
44.636262,10.947698
44.636255,10.947693
44.636226,10.947661
44.636217,10.947654
44.636206,10.947643
44.636205,10.947638
44.636205,10.947632
44.636198,10.947617
44.63618,10.947614
44.636173,10.947609
44.63617,10.947603
44.636165,10.947601
44.636155,10.947596
44.636154,10.94759
44.636125,10.947557
44.636116,10.94755
44.636105,10.947538
44.636094,10.947525
44.636088,10.94752
44.636068,10.947495
44.636039,10.947463
44.636015,10.947426
44.636005,10.947413
44.635999,10.947409
44.635996,10.947407
44.635976,10.947383
44.635972,10.947381
44.635951,10.947355
44.635936,10.947344
44.635929,10.947334
44.635925,10.947331
44.635923,10.947327
44.635911,10.947316
44.635904,10.947303
44.635884,10.947285
44.63587,10.947269
44.635854,10.947253
44.635847,10.947252
44.635839,10.947243
44.635809,10.947213
44.63579,10.947196
44.635762,10.947162
44.635736,10.947137
44.635725,10.947127
44.635721,10.947122
44.635691,10.947094
44.635672,10.947075
44.635643,10.947043
44.635634,10.947032
44.635621,10.94702
44.635606,10.94701
44.635588,10.946993
44.635568,10.946971
44.635537,10.946939
44.635511,10.946911
44.635509,10.94691
44.635507,10.946911
44.635499,10.946905
44.635487,10.946892
44.635457,10.946861
44.635427,10.946828
44.635394,10.946796
44.635374,10.946773
44.635363,10.946762
44.635359,10.946759
44.635337,10.946742
44.635305,10.946714
44.635288,10.946694
44.635283,10.946688
44.635276,10.946678
44.635258,10.946654
44.635256,10.946652
44.635245,10.946641
44.635246,10.946644
44.635241,10.946639
44.63522,10.946622
44.635212,10.946617
