Tx-Rx distance,PDR,confidence interval
100,0.9936672423719056,0.010134522904318807
200,0.9745074952634963,0.02051111550872826
300,0.8294984308408376,0.02824772623845107
400,0.7295750893396465,0.10685143899083957
500,0.5516216272441699,0.11858923146578544
600,0.2893593664235866,0.033819587187194945
700,0.21795896221761862,0.06303469465063362
800,0.20067911714770797,0.1887122735963935
900,0.2153846153846154,0.29850784731936714
1000,0.09251101321585903,0.12821372296756958
1100,0.0,0.0
