seq_num,timestamp,Tgen,latitude,longitude,heading,velocity,size,flag_speed,flag_heading,flag_distance,flag_timeout
0,1642086521409689,700.329,44.627977,10.948156,217.0,5.9,300,0,0,1,0
1,1642086522209686,799.997,44.627945,10.948122,217.4,5.51,300,0,0,1,0
2,1642086522909903,700.217,44.627919,10.948094,217.4,4.98,300,1,0,0,0
3,1642086523509366,599.463,44.6279,10.948074,216.4,4.34,300,1,0,0,0
4,1642086523909367,400.001,44.627889,10.948062,217.1,3.8,300,1,0,0,0
5,1642086524209375,300.008,44.627882,10.948055,216.4,3.17,300,1,0,0,0
6,1642086524709612,500.237,44.627873,10.948045,218.2,2.43,300,1,0,0,0
7,1642086525209362,499.75,44.627866,10.948038,217.5,1.85,300,1,0,0,0
8,1642086525910046,700.684,44.627858,10.948029,215.7,1.31,300,1,0,0,0
9,1642086526409365,499.319,44.627855,10.948026,217.9,0.64,300,1,0,0,0
10,1642086527409362,999.997,44.627853,10.948023,218.0,0.25,300,0,0,0,1
11,1642086528409378,1000.016,44.627852,10.948021,218.0,0.0,300,0,0,0,1
12,1642086529409364,999.986,44.62785,10.948018,218.0,0.5,300,1,0,0,0
13,1642086529709375,300.011,44.627847,10.948016,214.9,1.05,300,1,0,0,0
14,1642086530209364,499.989,44.627841,10.948009,212.0,1.72,300,1,0,0,0
15,1642086530509670,300.306,44.627836,10.948005,208.6,2.24,300,1,0,0,0
16,1642086531209364,699.694,44.627822,10.947994,203.3,2.83,300,1,1,0,0
17,1642086531709367,500.003,44.627809,10.947988,199.0,3.18,300,0,1,0,0
18,1642086532109499,400.132,44.627797,10.947984,194.9,3.48,300,0,1,0,0
19,1642086532409369,299.87,44.627786,10.947981,190.6,3.9,300,0,1,0,0
20,1642086532809368,399.999,44.627773,10.947979,185.6,3.86,300,0,1,0,0
21,1642086533109465,300.097,44.627763,10.947979,181.4,3.79,300,0,1,0,0
22,1642086533509377,399.912,44.627748,10.94798,177.3,4.07,300,0,1,0,0
23,1642086534509367,999.99,44.627714,10.947984,175.0,3.79,300,0,0,0,1
24,1642086535509366,999.999,44.627682,10.947986,179.2,3.38,300,0,1,0,0
25,1642086536010167,500.801,44.627669,10.947985,183.6,2.98,300,0,1,0,0
26,1642086536609442,599.275,44.627656,10.947982,186.1,2.44,300,1,0,0,0
27,1642086536909364,299.922,44.627651,10.947981,191.6,2.05,300,0,1,0,0
28,1642086537309379,400.015,44.627645,10.94798,189.7,1.51,300,1,0,0,0
29,1642086537510109,200.73,44.627643,10.947978,197.4,1.4,300,0,1,0,0
30,1642086537809474,299.365,44.627641,10.947978,185.7,0.98,300,0,1,0,0
31,1642086538109582,300.108,44.62764,10.947977,192.2,0.66,300,0,1,0,0
32,1642086538409366,299.784,44.62764,10.947977,192.2,0.0,300,1,0,0,0
33,1642086539409383,1000.017,44.62764,10.947977,192.2,0.0,300,0,0,0,1
34,1642086540409764,1000.381,44.627639,10.947977,192.2,0.0,300,0,0,0,1
35,1642086541409469,999.705,44.627639,10.947978,192.2,0.0,300,0,0,0,1
36,1642086542409433,999.964,44.627639,10.947978,192.2,0.0,300,0,0,0,1
37,1642086543109540,700.107,44.627633,10.947976,192.2,0.98,300,1,0,0,0
38,1642086543209479,99.939,44.627632,10.947975,197.1,1.21,300,0,1,0,0
39,1642086543709379,499.9,44.627626,10.947973,192.6,1.4,300,0,1,0,0
40,1642086543909411,200.032,44.627623,10.947972,199.0,1.52,300,0,1,0,0
41,1642086544109334,199.923,44.62762,10.947972,192.4,1.52,300,0,1,0,0
42,1642086544209372,100.038,44.627618,10.947971,197.6,1.69,300,0,1,0,0
43,1642086544909379,700.007,44.627605,10.947966,195.7,2.35,300,1,0,0,0
44,1642086545209367,299.988,44.627599,10.947961,201.2,2.61,300,0,1,0,0
45,1642086546010254,800.887,44.627579,10.947951,202.4,3.18,300,1,0,0,0
46,1642086546209445,199.191,44.627574,10.947944,206.6,3.41,300,0,1,0,0
47,1642086546809365,599.92,44.627557,10.94793,211.2,3.92,300,1,1,0,0
48,1642086547409800,600.435,44.627537,10.947911,215.5,4.38,300,0,1,0,0
49,1642086547909784,499.984,44.627522,10.947894,219.9,4.49,300,0,1,0,0
50,1642086548409365,499.581,44.627507,10.947874,224.3,4.74,300,0,1,0,0
51,1642086549409661,1000.296,44.62748,10.947834,227.0,4.65,300,0,0,1,0
52,1642086549909658,499.997,44.627465,10.94781,229.4,5.17,300,1,0,0,0
53,1642086550709570,799.912,44.62744,10.947771,228.1,4.97,300,0,0,1,0
54,1642086551609368,899.798,44.627417,10.947731,229.4,4.51,300,0,0,1,0
55,1642086552010144,400.776,44.627407,10.947716,229.2,4.0,300,1,0,0,0
