seq_num,timestamp,Tgen,latitude,longitude,heading,velocity,size,flag_speed,flag_heading,flag_distance,flag_timeout
0,1635153297253133,200.174,44.627609,10.949452,104.1,4.88,300,0,1,0,0
1,1635153297553299,300.166,44.627606,10.94947,99.7,5.04,300,0,1,0,0
2,1635153297753341,200.042,44.627606,10.949485,94.9,5.65,300,1,1,0,0
3,1635153298252993,499.652,44.627605,10.949523,89.7,6.11,300,0,1,0,0
4,1635153298652984,399.991,44.627606,10.949556,86.6,6.67,300,1,0,0,0
5,1635153299253016,600.032,44.627608,10.949609,87.9,7.3,300,1,0,1,0
6,1635153299553017,300.001,44.627611,10.949638,83.2,7.66,300,0,1,0,0
7,1635153300052956,499.939,44.627616,10.949688,81.1,8.19,300,1,0,1,0
8,1635153300553002,500.046,44.627621,10.949738,79.6,8.31,300,0,0,1,0
9,1635153301052942,499.94,44.627629,10.949789,76.9,8.38,300,0,0,1,0
10,1635153301552980,500.038,44.627639,10.949842,75.4,8.74,300,0,0,1,0
11,1635153302052966,499.986,44.62765,10.949897,74.2,9.2,300,0,0,1,0
12,1635153302552986,500.02,44.627663,10.949955,70.7,9.63,300,0,0,1,0
13,1635153303052972,499.986,44.627677,10.950014,70.9,10.0,300,0,0,1,0
14,1635153303453011,400.039,44.627691,10.950063,69.4,10.45,300,0,0,1,0
15,1635153303852993,399.982,44.627706,10.950113,66.6,10.72,300,0,0,1,0
16,1635153304252994,400.001,44.627723,10.950164,66.0,11.04,300,0,0,1,0
17,1635153304653069,400.075,44.62774,10.950215,63.9,11.33,300,0,0,1,0
18,1635153305052943,399.874,44.627759,10.950268,63.5,11.66,300,0,0,1,0
19,1635153305452978,400.035,44.62778,10.950319,60.7,11.79,300,0,0,1,0
20,1635153305853010,400.032,44.627802,10.950371,59.5,11.93,300,0,0,1,0
21,1635153306253015,400.005,44.627825,10.950423,58.1,12.15,300,0,0,1,0
22,1635153306652989,399.974,44.627849,10.950474,57.1,12.07,300,0,0,1,0
23,1635153307052958,399.969,44.627874,10.950524,55.3,12.22,300,0,0,1,0
24,1635153307452996,400.038,44.627902,10.950573,52.0,12.34,300,0,0,1,0
25,1635153307852986,399.99,44.62793,10.950622,50.4,12.52,300,0,0,1,0
26,1635153308252999,400.013,44.62796,10.950671,49.0,12.64,300,0,0,1,0
27,1635153308653002,400.003,44.627991,10.950716,46.3,12.7,300,0,0,1,0
28,1635153309052963,399.961,44.628025,10.950759,42.5,12.65,300,0,0,1,0
