seq_num,timestamp,Tgen,latitude,longitude,heading,velocity,size,flag_speed,flag_heading,flag_distance,flag_timeout
0,1635935550251881,999.941,44.627875,10.948066,216.7,3.92,300,0,0,0,1
1,1635935550951915,700.034,44.627857,10.948048,215.4,3.35,300,1,0,0,0
2,1635935551551896,599.981,44.627843,10.948037,211.9,2.78,300,1,0,0,0
3,1635935551751888,199.992,44.62784,10.948033,216.1,2.58,300,0,1,0,0
4,1635935552251896,500.008,44.627832,10.948026,215.2,1.98,300,1,0,0,0
5,1635935553251893,999.997,44.62782,10.948014,216.5,1.38,300,1,0,0,0
6,1635935553851879,599.986,44.627815,10.948009,212.3,0.9,300,0,1,0,0
7,1635935554351887,500.008,44.627814,10.948007,214.4,0.25,300,1,0,0,0
8,1635935555352362,1000.475,44.627815,10.948008,214.4,0.0,300,0,0,0,1
9,1635935556351888,999.526,44.627816,10.948009,214.4,0.0,300,0,0,0,1
10,1635935557351886,999.998,44.627816,10.948009,214.4,0.0,300,0,0,0,1
11,1635935558351879,999.993,44.627816,10.948009,214.4,0.0,300,0,0,0,1
12,1635935559351902,1000.023,44.627816,10.948009,214.4,0.0,300,0,0,0,1
13,1635935560351891,999.989,44.627816,10.948009,214.4,0.0,300,0,0,0,1
14,1635935561351895,1000.004,44.627816,10.948009,214.4,0.0,300,0,0,0,1
15,1635935562151858,799.963,44.627811,10.948004,212.2,1.16,300,1,0,0,0
16,1635935562451897,300.039,44.627807,10.948001,209.3,1.72,300,1,0,0,0
17,1635935562851896,399.999,44.6278,10.947995,210.7,2.31,300,1,0,0,0
18,1635935562951880,99.984,44.627797,10.947994,206.6,2.41,300,0,1,0,0
19,1635935563351911,400.031,44.627788,10.947989,201.3,2.83,300,0,1,0,0
20,1635935563851892,499.981,44.627775,10.947984,194.4,3.28,300,0,1,0,0
21,1635935564151896,300.004,44.627767,10.947981,189.6,3.18,300,0,1,0,0
22,1635935564451901,300.005,44.627757,10.94798,184.9,3.43,300,0,1,0,0
23,1635935565051856,599.955,44.62774,10.947979,180.5,3.49,300,0,1,0,0
24,1635935565251884,200.028,44.627734,10.94798,176.4,3.44,300,0,1,0,0
